Text,Label,reads,WC,Analytic,Clout,Authentic,Tone,WPS,Sixltr,Dic,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
"Welcome! I hope you enjoy the class. If you have any questions, post them in the forum and I will try to get to them as soon as I can.best,Josh",1,103,32,38.6,82.58,35.37,99,10.67,6.25,93.75,62.5,21.88,21.88,9.38,0,6.25,0,6.25,0,6.25,15.62,9.38,3.12,12.5,0,15.62,9.38,9.38,0,0,3.12,12.5,12.5,0,0,0,0,15.62,0,0,0,0,15.62,3.12,0,6.25,15.62,0,3.12,0,0,0,0,0,0,0,0,0,12.5,3.12,6.25,3.12,6.25,0,0,15.62,9.38,9.38,0,3.12,3.12,3.12,0,0,0,0,0,0,0,0,0,0,0,15.62,6.25,6.25,0,0,0,3.12,0,0,0,0,0
"Thanks, that did it.Cheers!",1,39,5,1,50,1,99,5,0,100,60,40,0,0,0,0,0,0,40,0,0,20,0,0,0,40,0,0,0,0,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,20,20,0,0,0,20,0,0,0,0,0
Why do we have to substract the risk ration from 1 to get the %increase or decrease in the risk for an event? where did that 1 came from?,0,48,29,97.62,63.49,47.93,1,14.5,10.34,82.76,62.07,6.9,3.45,0,3.45,0,0,0,3.45,13.79,20.69,10.34,6.9,3.45,0,17.24,0,0,6.9,6.9,0,6.9,0,6.9,6.9,0,0,3.45,0,0,0,0,6.9,0,3.45,0,3.45,0,3.45,0,0,0,0,0,0,0,0,0,13.79,3.45,0,0,3.45,6.9,6.9,10.34,0,17.24,6.9,6.9,3.45,0,0,0,0,0,0,0,0,0,0,0,0,10.34,0,0,0,0,6.9,0,0,0,0,0,3.45
"Thanks Josh for your message.So we share the same thought : n is the number of sample and not the size of every sample. This way, isn't there a problem with the plots proposed in videos U5M4P1 and U5M4P2, the standard error must be different, mustn't they ?G. RIZK",0,60,49,73.29,58.08,1,64.46,16.33,12.24,75.51,51.02,8.16,6.12,0,2.04,2.04,0,2.04,2.04,12.24,10.2,10.2,4.08,6.12,6.12,14.29,4.08,4.08,0,0,6.12,6.12,4.08,2.04,0,0,0,10.2,0,0,0,0,16.33,2.04,0,6.12,0,6.12,6.12,2.04,2.04,0,0,0,0,0,0,0,8.16,6.12,0,0,0,2.04,0,10.2,0,4.08,0,4.08,0,0,2.04,0,0,0,0,0,0,0,0,0,0,20.41,6.12,6.12,2.04,0,2.04,0,0,0,4.08,0,0
"Hi,My question is: can binary data be represented by a histogram?I got the impression, from previous modules, that histograms are for quantitative/continuous data not for categorical, aren't they?",0,43,31,63.48,25.93,60.4,83.22,31,32.26,70.97,51.61,12.9,9.68,6.45,0,0,0,3.23,3.23,6.45,12.9,16.13,0,0,6.45,16.13,0,0,0,0,0,3.23,3.23,0,0,0,0,12.9,0,0,0,0,12.9,6.45,0,0,3.23,0,6.45,0,0,0,0,0,0,0,0,0,6.45,3.23,0,0,3.23,0,6.45,16.13,0,3.23,0,0,3.23,0,0,0,0,0,0,0,0,0,0,0,0,29.03,0,12.9,3.23,0,6.45,0,0,0,3.23,0,3.23
"I am having some major difficulties.I am watching the videos, when she does a calculation I do it at home - I come up with a slightly different answer every single time. The differences can not be explained by rounding up/down either. I have used the calculator in Windows, Excel and a bog standard calculator - all say the same.For example Unit 2, Module 2, slide 49.Risk of heart attacks, Vioxx, 14/4047, she says = 0.42, I get 0.<phoneRedac><phoneRedac><phoneRedac>11 - I do not understand. Can anyone help please?",0,107,93,76.68,33.35,67.09,11.76,23.25,19.35,78.49,44.09,11.83,9.68,7.53,0,0,2.15,0,2.15,7.53,9.68,10.75,1.08,2.15,2.15,18.28,5.38,4.3,1.08,9.68,5.38,5.38,2.15,3.23,1.08,1.08,0,10.75,0,0,2.15,0,13.98,3.23,1.08,0,2.15,2.15,5.38,7.53,2.15,5.38,0,1.08,1.08,0,0,0,9.68,1.08,1.08,5.38,1.08,2.15,2.15,16.13,0,9.68,2.15,5.38,2.15,1.08,1.08,2.15,0,0,0,0,0,0,0,0,0,30.11,7.53,8.6,0,0,1.08,0,3.23,0,0,0,9.68
"Dear Josh,I am the new coolboy if you like. I will be using <nameRedac_<anon_screen_name_redacted>> as my IDI hope i am not too late either.Thanks<nameRedac_<anon_screen_name_redacted>>",0,103,36,10.01,8.25,74.76,99,18,16.67,77.78,44.44,19.44,19.44,16.67,0,2.78,0,0,0,2.78,2.78,13.89,2.78,5.56,2.78,25,11.11,5.56,0,0,2.78,11.11,11.11,0,0,0,0,11.11,0,2.78,0,0,13.89,0,2.78,5.56,5.56,0,8.33,5.56,5.56,0,0,0,0,0,0,0,2.78,2.78,0,0,0,0,0,13.89,5.56,5.56,0,0,5.56,0,0,0,0,0,0,0,0,0,0,0,0,52.78,5.56,2.78,0,0,0,0,0,0,0,0,44.44
Where did you find the number 14? It should be 17/4047.,0,107,12,6.95,95.2,1.79,25.77,6,0,66.67,58.33,16.67,8.33,0,0,8.33,0,0,8.33,8.33,0,25,8.33,0,0,33.33,0,0,8.33,25,0,0,0,0,0,0,0,8.33,0,0,0,0,16.67,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.33,16.67,0,8.33,0,8.33,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8.33,0,0,0,8.33,0,0,0,0,0,8.33
One is the difference of the incidence rates; the other is the difference of the cumulative risks. The formulae for incidence and cumulative risk are different. Perhaps you should review the calculations before proceeding,1,100,34,98.27,27.83,47.25,1,11.33,32.35,85.29,55.88,5.88,2.94,0,0,2.94,0,0,2.94,20.59,11.76,11.76,2.94,2.94,0,11.76,11.76,11.76,0,2.94,0,5.88,0,5.88,5.88,0,0,2.94,0,0,0,0,17.65,0,0,2.94,2.94,0,11.76,0,0,0,0,0,0,0,0,0,5.88,0,0,0,0,5.88,0,8.82,0,11.76,0,0,11.76,2.94,0,0,0,0,0,0,0,0,0,0,0,8.82,5.88,0,0,2.94,0,0,0,0,0,0,0
"OK that was a typing error on my side. I knew there were errors, I picked the wrong one.But Slide 34. IR GI Events.She has> 56/2315 person-years=.021I make .024 (0.0<phoneRedac><phoneRedac><phoneRedac>9568)This one I could almost forgive, but...> 121/2316 person-years=.045I make .052 (0.0<phoneRedac><phoneRedac><phoneRedac>608)What is going on?",0,107,64,42.94,62.28,65.79,55.21,21.33,10.94,71.88,35.94,15.62,10.94,9.38,0,0,1.56,0,4.69,3.12,3.12,7.81,3.12,3.12,0,18.75,1.56,0,1.56,23.44,0,4.69,3.12,1.56,0,0,0,15.62,0,0,1.56,0,14.06,3.12,4.69,1.56,1.56,0,3.12,9.38,0,9.38,0,0,0,0,0,0,1.56,0,0,0,0,1.56,6.25,7.81,1.56,10.94,3.12,4.69,3.12,1.56,0,0,0,0,0,1.56,0,0,1.56,0,0,53.12,10.94,3.12,0,0,1.56,0,3.12,0,0,6.25,28.12
"I have a question about sample means.You say a few times through unit 5 that the sample mean follows a t-distribution with n-1 degrees of freedom. I feel inclined to think that for a sample of size n from a normally distributed variable, the sample mean follows a normal distribution, while the corresponding z-value (of the sample mean, using the sample standard error) follows a t-distribution.Is this a wrong way of looking at it?",0,51,80,99,59.88,35.37,49,40,21.25,77.5,42.5,8.75,3.75,2.5,0,1.25,0,0,5,16.25,13.75,2.5,1.25,1.25,0,17.5,7.5,0,0,2.5,8.75,3.75,2.5,1.25,0,0,0,3.75,0,0,0,0,12.5,8.75,1.25,1.25,2.5,0,0,3.75,1.25,1.25,1.25,0,0,0,0,0,1.25,0,0,0,0,1.25,0,15,0,8.75,3.75,2.5,2.5,0,0,0,0,0,0,0,0,0,0,0,0,16.25,3.75,3.75,0,0,1.25,0,5,0,0,2.5,0
Not too late! Welcome to the class. Just make sure to finish HW 2 by Tuesday July 8th at 12 PM (noon PDT)Josh,1,103,24,98.14,33.83,91.31,99,8,8.33,70.83,33.33,0,0,0,0,0,0,0,0,4.17,16.67,0,8.33,0,4.17,8.33,4.17,0,0,8.33,0,8.33,8.33,0,0,0,0,4.17,0,0,0,0,12.5,0,4.17,0,0,4.17,4.17,0,0,0,0,0,0,0,0,0,4.17,4.17,0,0,0,0,0,4.17,0,25,0,4.17,20.83,4.17,0,0,0,0,0,0,0,0,0,0,0,16.67,4.17,0,0,0,0,4.17,0,0,0,8.33,0
"Hello! Good question - there are actually a few discussion topics about this already. Try searching and see if you can find an answer that helps. If not, repost here and I will provide an answer! Best,Josh",1,48,37,15.54,60.66,54.14,99,7.4,16.22,91.89,54.05,10.81,5.41,2.7,0,2.7,0,0,5.41,8.11,2.7,8.11,13.51,10.81,2.7,16.22,5.41,2.7,0,0,2.7,8.11,8.11,0,0,0,0,16.22,0,0,0,0,24.32,10.81,0,5.41,10.81,0,10.81,5.41,5.41,0,0,0,0,0,0,0,13.51,5.41,5.41,2.7,5.41,0,2.7,18.92,2.7,2.7,0,0,2.7,0,0,0,0,0,0,0,0,0,0,0,0,18.92,5.41,5.41,0,0,0,5.41,2.7,0,0,0,0
"Thanks for sharing, we are aware of these mistakes in our videos! If you search key words in the forum search, you will also find answers to questions like this. Other students have brought it up as well. This may also be helpful if you have questions in the future!Best,Josh",1,107,52,38.6,95.81,51.03,99,13,15.38,92.31,61.54,19.23,9.62,0,3.85,5.77,0,0,9.62,3.85,17.31,11.54,5.77,9.62,0,19.23,5.77,5.77,0,0,0,11.54,9.62,1.92,0,0,0,13.46,0,0,0,0,19.23,9.62,0,5.77,9.62,0,5.77,5.77,5.77,0,0,0,0,0,0,0,13.46,7.69,1.92,5.77,1.92,0,1.92,11.54,5.77,11.54,1.92,7.69,1.92,1.92,1.92,0,0,0,0,1.92,0,0,0,1.92,0,13.46,3.85,5.77,0,0,0,3.85,0,0,0,0,0
"In this question, it was asked  what \percent\"" of the population. The answer pointed as correct is <zipRedac>.<zipRedac><zipRedac><zipRedac>145. It is not a percentage. The correct answer should be <zipRedac>.<zipRedac>145%. Am I right ?""",1,110,38,64.39,39.61,19.27,25.77,7.6,34.21,73.68,50,13.16,2.63,2.63,0,0,0,0,10.53,10.53,7.89,15.79,0,2.63,2.63,18.42,2.63,2.63,2.63,5.26,5.26,0,0,0,0,0,0,5.26,0,0,0,0,18.42,7.89,0,2.63,2.63,5.26,2.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.26,10.53,0,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,0,0,65.79,15.79,2.63,0,0,2.63,0,0,5.26,0,0,39.47
1000 patient years = 500 patients 2 years = 2000 patients for 1/2 year etc,1,75,14,97.73,50,52.86,25.77,14,21.43,28.57,7.14,0,0,0,0,0,0,0,0,0,7.14,0,0,0,0,0,0,0,0,42.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,21.43,0,0,0,0,0,0,0,0,0,0,0,0,21.43,0,0,0,0,0,0,0,0,0,0,21.43
stdev is a metric of the distance from the mean,1,273,10,99,50,43.37,25.77,10,10,90,60,0,0,0,0,0,0,0,0,30,20,10,0,0,0,20,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,10,0,10,10,0,0,0,0,0,0,0,0,20,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yes.,1,127,1,93.26,50,1,25.77,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,100,0,0,0,0,0,0,0,0,0,0
.find.package' is defunct. Use 'find.package'looks like a java problem,0,98,12,98.14,50,1.79,1,6,33.33,66.67,25,0,0,0,0,0,0,0,0,8.33,8.33,8.33,0,0,0,41.67,0,8.33,0,0,0,8.33,0,8.33,0,0,0,0,0,0,0,0,33.33,16.67,8.33,8.33,0,0,0,8.33,8.33,0,0,0,0,0,0,0,8.33,0,0,0,0,8.33,0,41.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.33,33.33,0,0,0,0,0,0,0,25,0,0
Why do we change the denominator from 100 person-year used in GI events to 1000 person-year in myocardial infarction?,0,76,21,98.45,97.14,68.01,25.77,21,14.29,66.67,38.1,4.76,4.76,0,4.76,0,0,0,0,4.76,19.05,4.76,4.76,0,0,9.52,0,0,4.76,9.52,0,0,0,0,0,0,0,14.29,0,0,0,0,14.29,0,14.29,0,0,0,0,0,0,0,0,0,0,0,0,0,4.76,4.76,0,0,0,0,4.76,4.76,0,23.81,4.76,9.52,9.52,0,0,0,0,0,0,0,0,0,0,0,0,14.29,0,0,0,0,4.76,0,9.52,0,0,0,0
Why is a 2.56 risk ratio interpreted as 156% increased prevalence of depressive disorders? Is that a typo?,0,83,18,86.43,50,4.97,1,9,27.78,66.67,44.44,5.56,0,0,0,0,0,0,5.56,11.11,11.11,11.11,5.56,5.56,0,11.11,5.56,5.56,5.56,11.11,0,11.11,0,11.11,5.56,0,5.56,0,0,0,0,0,11.11,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,5.56,0,0,0,0,5.56,0,11.11,0,5.56,5.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.67,0,0,0,0,11.11,0,0,0,0,0,5.56
"But, i wanted it to be official to the course.",1,72,10,78.3,2.31,3.37,25.77,10,10,100,70,20,10,10,0,0,0,0,10,10,20,10,0,10,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,10,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,10,0,0,10,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,20,10,10,0,0,0,0,0,0,0,0,0
Thanks a lot!!!Really helpful!,1,116,5,93.26,50,43.37,99,5,20,100,40,0,0,0,0,0,0,0,0,20,0,0,20,0,0,20,20,0,0,0,20,40,40,0,0,0,0,20,0,0,0,0,40,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,80,0,0,0,0,0
Thanks-- joined slightly late and was rushing to 'catch up' ... wish I had seen this before the homework assignment!,1,214,19,86.88,29.92,81.22,97.58,9.5,21.05,94.74,47.37,10.53,5.26,5.26,0,0,0,0,5.26,5.26,15.79,10.53,0,5.26,0,31.58,10.53,5.26,0,0,0,5.26,5.26,0,0,0,0,0,0,0,0,0,5.26,0,0,5.26,0,0,0,5.26,5.26,0,0,0,0,0,0,0,10.53,5.26,0,5.26,0,0,21.05,5.26,5.26,26.32,10.53,5.26,10.53,10.53,0,5.26,0,0,0,0,0,0,0,0,0,42.11,15.79,0,0,0,0,5.26,10.53,0,10.53,0,0
"How does this translate to the \40% and 70% reduction in the rate of GI events\""?On the slide, it says\""We can be 95% confident that the true effect of Vioxx (vs. naproxen) is  between a 40% and 70% reduction in the rate of GI events.\""""",0,83,47,96.38,73.84,4.23,93.02,47,12.77,63.83,53.19,8.51,2.13,0,2.13,0,0,0,6.38,12.77,17.02,8.51,2.13,6.38,0,10.64,2.13,0,2.13,10.64,0,4.26,4.26,0,0,0,0,4.26,0,0,0,0,8.51,2.13,4.26,0,0,4.26,0,2.13,0,2.13,0,0,0,0,0,0,4.26,2.13,2.13,2.13,2.13,0,0,12.77,0,8.51,2.13,6.38,0,0,0,0,0,0,0,0,0,0,0,0,0,40.43,4.26,2.13,0,0,2.13,0,0,8.51,0,4.26,19.15
"Hello <redacted><redacted>,Good question! If you try searching the forum, you may find others having the same discussion. This way you can get help faster (I will not always be available to respond to every question)Try this:https://class.stanford.edu/courses/Medicine/MedStats/Summer2<zipRedac>14/discussion/forum/d<zipRedac>c<phoneRedac>2a42eb<zipRedac><zipRedac><zipRedac>c66aa<zipRedac>7<zipRedac>214c2/threads/53af<zipRedac>8<zipRedac>58<zipRedac>f2ca3f<zipRedac>c<zipRedac><zipRedac><zipRedac><zipRedac><zipRedac>5Best,Josh",1,83,85,74.42,85.52,6.2,70.09,28.33,37.65,50.59,21.18,8.24,4.71,1.18,0,3.53,0,0,3.53,2.35,2.35,5.88,0,1.18,1.18,9.41,3.53,3.53,0,7.06,1.18,2.35,2.35,0,0,0,0,12.94,0,0,0,0,12.94,3.53,0,1.18,7.06,2.35,3.53,2.35,1.18,1.18,0,1.18,0,1.18,0,0,8.24,2.35,3.53,2.35,3.53,0,0,7.06,2.35,4.71,1.18,1.18,3.53,2.35,0,0,0,0,0,1.18,0,1.18,0,0,0,68.24,3.53,3.53,1.18,0,0,1.18,0,0,0,2.35,56.47
"In the first table, is \person-years of exposure*\"" supposed to be the same as \""person-years of follow-up\""?I looked through the homework for an asterisk with a definition of \""person-years of exposure\"" but failed to find it.Thank you.""",0,152,43,99,75.74,77.74,25.77,43,16.28,90.7,53.49,6.98,4.65,2.33,0,2.33,0,0,2.33,11.63,27.91,4.65,0,4.65,0,16.28,4.65,4.65,0,2.33,0,4.65,2.33,2.33,0,0,2.33,9.3,0,0,0,0,9.3,4.65,0,0,2.33,0,2.33,2.33,2.33,0,0,0,0,0,0,0,6.98,0,4.65,4.65,0,2.33,4.65,11.63,0,16.28,2.33,4.65,9.3,4.65,0,2.33,0,0,0,0,0,0,0,0,0,48.84,4.65,2.33,0,0,2.33,0,9.3,13.95,0,0,16.28
"Hello Romain,Was on the the browsers Google Chrome? I am sorry you are having technical issues. Once again, it may be best to close the browser (I recommend chrome), and try again.Josh",1,81,34,42.68,72.17,47.25,25.77,11.33,11.76,73.53,52.94,11.76,8.82,5.88,0,2.94,0,0,2.94,8.82,5.88,17.65,5.88,2.94,0,20.59,5.88,2.94,0,2.94,0,5.88,2.94,2.94,0,0,2.94,8.82,0,0,0,0,5.88,0,0,0,5.88,0,0,0,0,0,0,0,0,0,0,0,8.82,2.94,5.88,2.94,2.94,0,2.94,11.76,2.94,14.71,0,5.88,8.82,0,0,0,0,0,0,0,0,0,0,0,0,23.53,5.88,8.82,0,0,2.94,0,0,0,0,5.88,0
Thanks for this calrification and thanks for the Question.,1,119,9,98.87,86.68,4.97,99,9,22.22,88.89,55.56,11.11,0,0,0,0,0,0,11.11,11.11,22.22,0,0,11.11,0,22.22,0,0,0,0,0,22.22,22.22,0,0,0,0,11.11,0,0,0,0,11.11,11.11,0,0,11.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.11,11.11,0,0,0,0,0,0,0,0,0,0
?????? ????? ??? ????? ?? ??? ?? ????? ??????? ????????,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"So, what about Facebook study group for easy contact ?create it.",0,255,11,32.58,99,1,99,11,18.18,100,45.45,18.18,0,0,0,0,0,0,18.18,0,18.18,0,18.18,9.09,0,9.09,9.09,0,9.09,0,9.09,18.18,18.18,0,0,0,0,27.27,0,9.09,0,0,9.09,0,9.09,0,0,0,0,0,0,0,0,0,0,0,0,0,27.27,18.18,9.09,0,0,0,0,0,0,0,0,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,27.27,9.09,9.09,0,0,9.09,0,0,0,0,0,0
"Yes, Firefox and Chrome, on two different machines. No biggie for now, I'll keep trying if necessary.",1,81,17,42.68,1,66.34,25.77,8.5,23.53,76.47,41.18,5.88,5.88,5.88,0,0,0,0,0,0,11.76,5.88,5.88,11.76,5.88,17.65,11.76,5.88,0,5.88,0,0,0,0,0,0,0,0,0,0,0,0,23.53,0,0,5.88,11.76,5.88,11.76,0,0,0,0,0,0,0,0,0,5.88,0,5.88,0,0,0,0,11.76,5.88,11.76,0,5.88,5.88,0,0,0,0,0,0,5.88,0,0,5.88,0,0,35.29,11.76,17.65,0,0,0,0,0,0,5.88,0,0
I got it from a friend:If p(A&B) do NOT equal p(A)*p(B) so A&B are not independentfor example(from quiz):If P(B)=.75; P(A)=.20; P(A&B)=.10. Are A and B independent?So here p(A&B) (0.10) does not equal P(A)*P(B)(0.75*.20 = 0.15) so A & B are dependent so the answer is NO.Hope to get it too,0,255,75,67.31,11.52,1,25.77,37.5,5.33,77.33,49.33,4,1.33,1.33,0,0,0,0,2.67,14.67,5.33,8,8,9.33,5.33,12,2.67,2.67,0,9.33,2.67,2.67,1.33,1.33,0,0,0,1.33,0,1.33,0,0,12,1.33,2.67,4,4,0,6.67,0,0,0,0,0,0,0,0,0,5.33,1.33,0,1.33,2.67,0,1.33,10.67,1.33,0,0,0,0,1.33,0,0,0,0,0,13.33,0,13.33,0,0,0,54.67,2.67,0,1.33,2.67,1.33,0,0,0,0,30.67,16
nice idea,1,255,2,93.26,50,99,99,2,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hi,I started on the homework and find it quite challenging, specifically in that we are shown several measurements (for instance, blood pressure and heart rate, or exposure to different chemicals). How should that guide us when choosing a statistical test ?For instance, in question 3, suppose that we only considered blood pressure, I would have gone for a paired t-test with the following arguments: - Continuous variable  - Correlated observations (one group of people before/after exposure) - Normality assumption holdsBut since we are also measuring heart rate, I wonder how that affects our study. Should we perform a paired t-test with some adjustment for repeated measures (e.g. Bonferroni...)? Also, I have a slight doubt on the information needed to performe the test: module 1 in unit 7 states that we should calculate the change for each person, then calculate the average change. Here we do not have person-level data, but we can compute the change of the averages, which should be equal to the average change, right?Any advice on the reasoning much appreciated!CheersRomain",0,167,179,78.18,79.89,47.8,17.63,35.8,24.58,82.12,46.37,11.17,7.26,2.23,5.03,0,0,0,3.91,7.82,11.73,7.26,4.47,6.15,0.56,11.73,3.91,2.23,2.23,2.23,5.03,3.91,1.68,2.23,1.68,0.56,0,9.5,0,0,0,0,20.67,5.59,5.03,3.35,5.59,0.56,3.35,0,0,0,0,2.23,2.23,0,0,0,7.26,6.15,0.56,0,0,0.56,1.68,6.15,0.56,12.85,3.35,4.47,5.03,5.59,0,0.56,0,0,0,0,0,0,0,0,0,22.35,4.47,7.26,1.12,0,1.68,0.56,3.35,0,0,3.35,0.56
In my progress report it shows that lowest homework score dropped.what does that mean ? have i missed the deadline ?,0,75,20,25.89,15.86,74.76,1,10,20,95,50,30,10,10,0,0,0,0,20,5,5,10,0,0,0,20,10,5,5,0,0,10,0,10,0,0,10,0,0,0,0,0,5,5,0,0,0,0,0,5,5,0,0,0,0,0,0,0,15,0,5,5,5,0,5,15,0,10,0,10,0,15,0,5,0,0,0,0,0,0,0,0,0,15,5,0,0,0,10,0,0,0,0,0,0
"How does the 0.2 \protective effect\"" of naproxen would be written?""",0,49,11,32.58,50,1,25.77,11,27.27,81.82,54.55,0,0,0,0,0,0,0,0,9.09,9.09,27.27,9.09,9.09,0,36.36,0,0,9.09,9.09,0,0,0,0,0,0,0,0,0,0,0,0,27.27,9.09,18.18,9.09,0,0,0,0,0,0,0,0,0,0,0,0,9.09,0,0,0,0,9.09,9.09,18.18,0,0,0,0,0,9.09,0,0,0,0,0,0,0,0,0,0,0,45.45,0,0,0,0,9.09,0,0,18.18,0,0,18.18
"First i would ike to thank you for this excellent courseI can not submit my answers in the HW of unit 2it keeps giving this error although it savesError: Invalid math syntax: '0,78'Thank you",0,154,39,51.25,39.87,30.55,99,39,10.26,71.79,46.15,23.08,12.82,7.69,0,5.13,0,0,10.26,2.56,10.26,5.13,0,2.56,2.56,15.38,0,0,0,10.26,0,10.26,10.26,0,0,0,0,7.69,0,0,0,0,10.26,2.56,0,2.56,0,0,5.13,0,0,0,0,0,0,0,0,0,7.69,0,5.13,2.56,0,0,0,10.26,0,5.13,0,2.56,2.56,7.69,0,0,0,0,0,0,0,0,0,0,0,12.82,0,2.56,5.13,0,0,0,0,0,5.13,0,0
Replace comma with period maybe?,0,154,5,93.26,50,99,25.77,5,20,80,40,0,0,0,0,0,0,0,0,0,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,0
"Yes, in the U.S., we use periods to indicate a decimal point. I think that is likely the error.",1,154,19,96.93,70.08,81.22,25.77,9.5,15.79,78.95,47.37,15.79,10.53,5.26,5.26,0,0,0,5.26,15.79,10.53,5.26,0,0,0,15.79,0,0,0,0,0,0,0,0,0,0,0,5.26,0,0,0,0,15.79,5.26,5.26,0,5.26,0,0,0,0,0,0,0,0,0,0,0,5.26,5.26,0,0,0,0,0,15.79,0,15.79,0,10.53,5.26,0,0,0,0,0,0,5.26,0,0,5.26,0,0,31.58,21.05,10.53,0,0,0,0,0,0,0,0,0
"Thank for your help, yes one of the decimal marks was a comma and i didnt notice",1,154,17,74.42,50,28.81,98.87,17,5.88,82.35,52.94,11.76,11.76,5.88,0,5.88,0,0,0,11.76,11.76,11.76,0,5.88,5.88,23.53,0,0,0,5.88,0,5.88,5.88,0,0,0,0,11.76,0,0,0,0,11.76,5.88,0,0,0,0,5.88,0,0,0,0,0,0,0,0,0,5.88,5.88,0,5.88,0,0,11.76,11.76,0,0,0,0,0,0,0,0,0,0,0,5.88,0,0,5.88,0,0,5.88,0,5.88,0,0,0,0,0,0,0,0,0
Thank you to everyone who helped solve this problem. We appreciate it!Josh,1,154,13,10.57,99,1.4,99,6.5,23.08,92.31,53.85,46.15,15.38,0,7.69,7.69,0,0,30.77,0,7.69,0,0,0,0,23.08,0,0,7.69,0,0,23.08,15.38,7.69,0,0,0,30.77,0,0,0,0,30.77,15.38,7.69,7.69,0,7.69,0,0,0,0,0,0,0,0,0,0,23.08,7.69,7.69,0,0,7.69,7.69,15.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.38,7.69,0,0,0,0,7.69,0,0,0,0,0
